Date,Close
1/2/2019 16:00:00,25.56
1/3/2019 16:00:00,25.58
1/4/2019 16:00:00,26.27
1/7/2019 16:00:00,26.72
1/8/2019 16:00:00,27.95
1/9/2019 16:00:00,28.17
1/10/2019 16:00:00,28.48
1/11/2019 16:00:00,28.43
1/14/2019 16:00:00,28.25
1/15/2019 16:00:00,28.45
1/16/2019 16:00:00,28.96
1/17/2019 16:00:00,28.59
1/18/2019 16:00:00,28.7
1/22/2019 16:00:00,28.16
1/23/2019 16:00:00,28.04
1/24/2019 16:00:00,28.07
1/25/2019 16:00:00,28.79
1/28/2019 16:00:00,29.05
1/29/2019 16:00:00,29.33
1/30/2019 16:00:00,29.75
1/31/2019 16:00:00,30.07
2/1/2019 16:00:00,29.7
2/4/2019 16:00:00,30.17
2/5/2019 16:00:00,30.28
2/6/2019 16:00:00,29.8
2/7/2019 16:00:00,29.86
2/8/2019 16:00:00,29.48
2/11/2019 16:00:00,29.39
2/12/2019 16:00:00,29.08
2/13/2019 16:00:00,29.91
2/14/2019 16:00:00,29.82
2/15/2019 16:00:00,30.27
2/19/2019 16:00:00,30.01
2/20/2019 16:00:00,30.85
2/21/2019 16:00:00,31.55
2/22/2019 16:00:00,32.03
2/25/2019 16:00:00,31.63
2/26/2019 16:00:00,31.36
2/27/2019 16:00:00,30.81
2/28/2019 16:00:00,31.24
3/1/2019 16:00:00,31.5
3/4/2019 16:00:00,31.78
3/5/2019 16:00:00,31.53
3/6/2019 16:00:00,31.38
3/7/2019 16:00:00,31
3/8/2019 16:00:00,30.62
3/11/2019 16:00:00,31.2
3/12/2019 16:00:00,30.96
3/13/2019 16:00:00,31.38
3/14/2019 16:00:00,31.47
3/15/2019 16:00:00,31.38
3/18/2019 16:00:00,31.38
3/19/2019 16:00:00,31.33
3/20/2019 16:00:00,31.23
3/21/2019 16:00:00,31.63
3/22/2019 16:00:00,31.1
3/25/2019 16:00:00,30.83
3/26/2019 16:00:00,31.32
3/27/2019 16:00:00,31.28
3/28/2019 16:00:00,31.16
3/29/2019 16:00:00,31.08
4/1/2019 16:00:00,31.71
4/2/2019 16:00:00,32.32
4/3/2019 16:00:00,32.31
4/4/2019 16:00:00,32.12
4/5/2019 16:00:00,32.21
4/8/2019 16:00:00,32.18
4/9/2019 16:00:00,31.31
4/10/2019 16:00:00,31.93
4/11/2019 16:00:00,31.88
4/12/2019 16:00:00,31.9
4/15/2019 16:00:00,31.59
4/16/2019 16:00:00,31.36
4/17/2019 16:00:00,31.02
4/18/2019 16:00:00,31.1
4/22/2019 16:00:00,30.6
4/23/2019 16:00:00,31.26
4/24/2019 16:00:00,31.6
4/25/2019 16:00:00,31.43
4/26/2019 16:00:00,31.85
4/29/2019 16:00:00,31.92
4/30/2019 16:00:00,32.08
5/1/2019 16:00:00,32.36
5/2/2019 16:00:00,32.54
5/3/2019 16:00:00,32.98
5/6/2019 16:00:00,31.86
5/7/2019 16:00:00,31.19
5/8/2019 16:00:00,30.71
5/9/2019 16:00:00,30.68
5/10/2019 16:00:00,30.75
5/13/2019 16:00:00,30.15
5/14/2019 16:00:00,30.34
5/15/2019 16:00:00,30.73
5/16/2019 16:00:00,30.86
5/17/2019 16:00:00,30.26
5/20/2019 16:00:00,30.08
5/21/2019 16:00:00,30.56
5/22/2019 16:00:00,29.75
5/23/2019 16:00:00,29.32
5/24/2019 16:00:00,29.19
5/28/2019 16:00:00,28.9
5/29/2019 16:00:00,28.21
5/30/2019 16:00:00,28.03
5/31/2019 16:00:00,27.62
6/3/2019 16:00:00,27.55
6/4/2019 16:00:00,27.7
6/5/2019 16:00:00,27.44
6/6/2019 16:00:00,27.26
6/7/2019 16:00:00,27.47
6/10/2019 16:00:00,27.88
6/11/2019 16:00:00,27.67
6/12/2019 16:00:00,27.95
6/13/2019 16:00:00,28.3
6/14/2019 16:00:00,28.17
6/17/2019 16:00:00,28.36
6/18/2019 16:00:00,28.62
6/19/2019 16:00:00,28.33
6/20/2019 16:00:00,28.37
6/21/2019 16:00:00,28.21
6/24/2019 16:00:00,27.47
6/25/2019 16:00:00,27.52
6/26/2019 16:00:00,27.1
6/27/2019 16:00:00,27.35
6/28/2019 16:00:00,27.56
7/1/2019 16:00:00,27.28
7/2/2019 16:00:00,27.38
7/3/2019 13:00:00,27.89
7/5/2019 16:00:00,27.85
7/8/2019 16:00:00,27.63
7/9/2019 16:00:00,27.51
7/10/2019 16:00:00,27.61
7/11/2019 16:00:00,26.92
7/12/2019 16:00:00,27.12
7/15/2019 16:00:00,26.93
7/16/2019 16:00:00,26.97
7/17/2019 16:00:00,26.62
7/18/2019 16:00:00,26.45
7/19/2019 16:00:00,26.34
7/22/2019 16:00:00,25.85
7/23/2019 16:00:00,26.17
7/24/2019 16:00:00,26.47
7/25/2019 16:00:00,26.34
7/26/2019 16:00:00,26.36
7/29/2019 16:00:00,26.41
7/30/2019 16:00:00,26.86
7/31/2019 16:00:00,26.41
8/1/2019 16:00:00,25.51
8/2/2019 16:00:00,25.09
8/5/2019 16:00:00,24.31
8/6/2019 16:00:00,24.36
8/7/2019 16:00:00,24.31
8/8/2019 16:00:00,24.97
8/9/2019 16:00:00,24.68
8/12/2019 16:00:00,24.16
8/13/2019 16:00:00,24.09
8/14/2019 16:00:00,23.52
8/15/2019 16:00:00,23.65
8/16/2019 16:00:00,23.92
8/19/2019 16:00:00,24.18
8/20/2019 16:00:00,23.91
8/21/2019 16:00:00,23.91
8/22/2019 16:00:00,24.01
8/23/2019 16:00:00,23.41
8/26/2019 16:00:00,23.25
8/27/2019 16:00:00,23.19
